,bg,on,has,wearing,of,in,near,with,behind,holding,above,sitting on,wears,under,riding,in front of,standing on,at,attached to,carrying,walking on,over,belonging to,for,looking at,watching,hanging from,parked on,laying on,eating,and,covering,using,between,covered in,along,part of,lying on,on back of,to,mounted on,walking in,across,against,from,growing on,painted on,made of,playing,says,flying in
over,0.0,0.11405295315449994,0.006109979633276782,0.0020366598777589273,0.018329938899830346,0.03258655804414284,0.03462321792190177,0.006109979633276782,0.04073319755517855,0.01629327902207142,0.14256619144312493,0.010183299388794637,0.0,0.010183299388794637,0.014256619144312492,0.0,0.0020366598777589273,0.006109979633276782,0.010183299388794637,0.0020366598777589273,0.0,0.2871690427640088,0.0020366598777589273,0.006109979633276782,0.0,0.0020366598777589273,0.01629327902207142,0.0,0.004073319755517855,0.0020366598777589273,0.018329938899830346,0.09775967413242852,0.0,0.004073319755517855,0.0020366598777589273,0.02443991853310713,0.004073319755517855,0.006109979633276782,0.004073319755517855,0.006109979633276782,0.0020366598777589273,0.0,0.018329938899830346,0.0,0.0020366598777589273,0.00814663951103571,0.0020366598777589273,0.0020366598777589273,0.0,0.010183299388794637,0.0
belonging to,0.0,0.07806191116987804,0.0,0.0,0.8263795423845708,0.001345895020170311,0.001345895020170311,0.001345895020170311,0.001345895020170311,0.0,0.0,0.0,0.0,0.0,0.0,0.001345895020170311,0.0,0.0,0.0,0.0,0.0,0.0,0.08075370121021866,0.0,0.001345895020170311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006729475100851555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
for,0.0,0.12146892655024098,0.0056497175139646975,0.0,0.03672316384077053,0.014124293784911743,0.05367231638266462,0.06497175141059401,0.06497175141059401,0.05084745762568228,0.031073446326805833,0.0,0.0,0.06214689265361167,0.0,0.01977401129887644,0.0028248587569823487,0.0056497175139646975,0.03954802259775288,0.0,0.0,0.014124293784911743,0.0,0.22598870055858788,0.0028248587569823487,0.0,0.011299435027929395,0.0,0.0,0.0,0.0056497175139646975,0.0056497175139646975,0.0,0.0,0.0,0.0,0.0056497175139646975,0.0028248587569823487,0.01694915254189409,0.1158192090362763,0.0,0.0,0.0028248587569823487,0.0028248587569823487,0.0,0.0,0.0,0.0028248587569823487,0.0,0.011299435027929395,0.0
looking at,0.0,0.011461318051247527,0.0028653295128118817,0.0028653295128118817,0.0,0.008595988538435646,0.09169054440998022,0.011461318051247527,0.011461318051247527,0.08882521489716833,0.0,0.02005730658968317,0.0,0.008595988538435646,0.0630372492818614,0.022922636102495054,0.022922636102495054,0.01719197707687129,0.0,0.0028653295128118817,0.0028653295128118817,0.0,0.0028653295128118817,0.0,0.2521489971274456,0.12034383953809905,0.0,0.0,0.0,0.0315186246409307,0.02865329512811882,0.0,0.1719197707687129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0028653295128118817
watching,0.0,0.005102040816196376,0.0,0.005102040816196376,0.005102040816196376,0.0,0.038265306121472824,0.007653061224294565,0.03316326530527645,0.012755102040490941,0.0,0.005102040816196376,0.0,0.0,0.04846938775386558,0.002551020408098188,0.012755102040490941,0.0,0.0,0.002551020408098188,0.0,0.0,0.0,0.0,0.20153061223975688,0.5867346938625833,0.0,0.0,0.0,0.005102040816196376,0.022959183672883694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002551020408098188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002551020408098188,0.0,0.0
hanging from,0.0,0.1646191646151199,0.01228501228471044,0.0,0.017199017198594617,0.05896805896661013,0.01228501228471044,0.0,0.004914004913884176,0.0,0.004914004913884176,0.0,0.0,0.014742014741652532,0.0,0.002457002456942088,0.002457002456942088,0.0,0.05159705159578386,0.0,0.0,0.02457002456942088,0.002457002456942088,0.002457002456942088,0.0,0.0,0.417690417680155,0.0,0.0,0.0,0.0,0.04422604422495759,0.0,0.002457002456942088,0.0,0.0,0.002457002456942088,0.0,0.03931203931107341,0.0,0.029484029483305065,0.0,0.0,0.0,0.002457002456942088,0.08108108107908892,0.004914004913884176,0.0,0.0,0.0,0.0
parked on,0.0,0.061643835614327264,0.0,0.0,0.0034246575341292927,0.0,0.0,0.0,0.0034246575341292927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034246575341292927,0.0,0.0,0.0,0.0,0.0,0.9212328766807797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034246575341292927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034246575341292927,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laying on,0.0,0.14970059879791314,0.002994011975958263,0.0,0.0,0.026946107783624367,0.005988023951916526,0.005988023951916526,0.0,0.002994011975958263,0.053892215567248734,0.06886227544704004,0.0,0.0,0.04191616766341568,0.005988023951916526,0.04191616766341568,0.005988023951916526,0.0,0.002994011975958263,0.05089820359129047,0.0,0.0,0.0,0.002994011975958263,0.0,0.0,0.0,0.3323353293313672,0.002994011975958263,0.0,0.0,0.0,0.002994011975958263,0.0,0.0,0.0,0.18862275448537058,0.0,0.0,0.0,0.0,0.002994011975958263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eating,0.0,0.005917159763138545,0.01183431952627709,0.0029585798815692727,0.0,0.008875739644707819,0.02071005917098491,0.008875739644707819,0.0029585798815692727,0.1508875739600329,0.0,0.0,0.0,0.0029585798815692727,0.0,0.008875739644707819,0.05621301774981617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05621301774981617,0.0029585798815692727,0.0,0.0,0.008875739644707819,0.65088757394524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
and,0.0,0.032407407405907064,0.02777777777649177,0.00925925925883059,0.0,0.01851851851766118,0.14351851851187414,0.11574074073538237,0.02777777777649177,0.05555555555298354,0.00925925925883059,0.004629629629415295,0.00925925925883059,0.00925925925883059,0.013888888888245885,0.01851851851766118,0.0,0.00925925925883059,0.0,0.00925925925883059,0.0,0.01851851851766118,0.0,0.0,0.10648148147655177,0.060185185182398834,0.0,0.0,0.0,0.0,0.2453703703590106,0.00925925925883059,0.0,0.004629629629415295,0.004629629629415295,0.0,0.0,0.004629629629415295,0.0,0.004629629629415295,0.0,0.0,0.0,0.004629629629415295,0.004629629629415295,0.0,0.004629629629415295,0.0,0.0,0.013888888888245885,0.0
covering,0.0,0.11522633744381784,0.024691358023675253,0.0,0.020576131686396038,0.0041152263372792085,0.024691358023675253,0.008230452674558417,0.008230452674558417,0.0,0.008230452674558417,0.0,0.0,0.012345679011837626,0.0,0.008230452674558417,0.0,0.0041152263372792085,0.0,0.0,0.0,0.03292181069823367,0.0041152263372792085,0.008230452674558417,0.0,0.0,0.012345679011837626,0.0,0.0,0.0,0.0041152263372792085,0.6213991769291605,0.0,0.0041152263372792085,0.020576131686396038,0.0041152263372792085,0.0,0.0,0.0,0.012345679011837626,0.0,0.0,0.0,0.0,0.020576131686396038,0.016460905349116834,0.0,0.0,0.0,0.0,0.0
using,0.0,0.03619909502098646,0.009049773755246616,0.022624434388116545,0.0,0.0,0.004524886877623308,0.0,0.004524886877623308,0.18099547510493236,0.0,0.01809954751049323,0.0,0.009049773755246616,0.07239819004197293,0.0,0.07239819004197293,0.004524886877623308,0.0,0.04524886877623309,0.0,0.0,0.0,0.0,0.08597285067484287,0.0,0.0,0.004524886877623308,0.0,0.0,0.0,0.0,0.425339366496591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004524886877623308,0.0
between,0.0,0.060185185182398834,0.02777777777649177,0.0,0.0,0.00925925925883059,0.28240740739433295,0.004629629629415295,0.0972222222177212,0.0,0.013888888888245885,0.0,0.0,0.023148148147076473,0.0,0.060185185182398834,0.02777777777649177,0.0,0.02777777777649177,0.0,0.0,0.00925925925883059,0.0,0.00925925925883059,0.00925925925883059,0.0,0.013888888888245885,0.004629629629415295,0.004629629629415295,0.0,0.05092592592356824,0.013888888888245885,0.0,0.12037037036479767,0.004629629629415295,0.0,0.00925925925883059,0.0,0.004629629629415295,0.013888888888245885,0.01851851851766118,0.0,0.01851851851766118,0.023148148147076473,0.00925925925883059,0.0,0.0,0.023148148147076473,0.0,0.004629629629415295,0.0
covered in,0.0,0.02551020408033111,0.03571428571246356,0.0,0.005102040816066222,0.06632653060886089,0.005102040816066222,0.045918367344596,0.010204081632132444,0.0,0.0,0.0,0.0,0.015306122448198668,0.005102040816066222,0.0,0.0,0.005102040816066222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005102040816066222,0.0,0.005102040816066222,0.0,0.06122448979279467,0.0,0.0,0.6836734693528738,0.005102040816066222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005102040816066222,0.0,0.010204081632132444,0.0,0.005102040816066222,0.0
along,0.0,0.10322580644495317,0.0,0.0,0.0,0.012903225805619147,0.11612903225057232,0.0,0.07741935483371487,0.006451612902809573,0.006451612902809573,0.0,0.0,0.006451612902809573,0.0,0.04516129031966701,0.025806451611238294,0.0,0.012903225805619147,0.0,0.012903225805619147,0.0,0.0,0.0,0.0,0.0,0.006451612902809573,0.038709677416857435,0.0,0.0,0.0,0.0,0.0,0.038709677416857435,0.038709677416857435,0.3483870967517169,0.0,0.0,0.0,0.0,0.0,0.0,0.04516129031966701,0.0,0.006451612902809573,0.038709677416857435,0.0,0.0,0.006451612902809573,0.006451612902809573,0.0
part of,0.0,0.25352112674270977,0.0,0.0,0.47887323940289617,0.014084507041261653,0.007042253520630827,0.0,0.014084507041261653,0.0,0.0,0.0,0.0,0.007042253520630827,0.0,0.0,0.0,0.0,0.049295774644415785,0.0,0.0,0.0,0.035211267603154135,0.014084507041261653,0.021126760561892485,0.007042253520630827,0.0,0.0,0.0,0.0,0.028169014082523307,0.0,0.0,0.0,0.0,0.0,0.007042253520630827,0.0,0.007042253520630827,0.014084507041261653,0.0,0.0,0.0,0.0,0.0,0.035211267603154135,0.0,0.0,0.007042253520630827,0.0,0.0
